id,car_name,yr_mfr,date_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,emi_starts_from,booking_down_pymnt,total_owners
563,hyundai i10,2010,2021-04-30T10:14:29.491,petrol,21013,244699,new delhi,1230,hatchback,manual,magna 1.2 kappa2,TRUE,5684,36705,1
564,skoda laura,2011,2021-04-17T07:23:47.203,petrol,62555,252799,mumbai,307,luxury sedan,manual,ambiente 1.8 tsi,TRUE,5872,37920,1
565,volkswagen vento,2010,2021-02-10T12:50:24.018,petrol,42013,248999,mumbai,2400,sedan,manual,trendline petrol,TRUE,5784,37350,1
566,volkswagen vento,2012,2021-04-10T09:43:58.114,petrol,100609,301199,mumbai,410,sedan,manual,trendline petrol,TRUE,6996,45180,1
567,hyundai i10,2008,2021-04-01T09:59:15.332,petrol,82148,199899,pune,1805,hatchback,manual,magna o with sunroof,TRUE,4643,29985,3
568,toyota etios,2014,2021-03-26T09:32:37.238,petrol,47920,357399,new delhi,2304,sedan,manual,g,TRUE,8301,53610,1
569,tata tiago,2018,2021-04-21T12:03:22.604,petrol,16534,472599,pune,1884,hatchback,manual,xz 1.2 revotron,TRUE,10977,70890,1
570,chevrolet beat,2013,2021-03-25T11:27:37.189,diesel,45258,259099,bengaluru,2910,hatchback,manual,lt diesel,TRUE,6018,38865,1
571,hyundai i20,2013,2021-03-19T11:46:09.059,petrol,50232,424299,pune,3016,hatchback,manual,asta 1.2,TRUE,9855,63645,1
572,ford ecosport,2016,2021-03-04T13:28:35.677,diesel,121507,503199,ghaziabad,1863,suv,manual,1.5 trend+ tdci,TRUE,11688,75480,1
573,maruti swift,2018,2021-02-18T12:01:46.226,petrol,41350,592499,bengaluru,1063,hatchback,manual,vxi,FALSE,13762,88875,1
574,maruti swift dzire,2010,2021-03-09T15:26:39.509,petrol,44505,268799,gurgaon,1116,sedan,manual,vxi,TRUE,6244,40320,1
575,volkswagen polo,2015,2021-02-02T07:14:33.712,diesel,133949,403499,pune,1323,hatchback,manual,comfortline 1.5l diesel,TRUE,9372,60525,1
576,maruti new  wagon-r,2019,2021-03-11T11:17:37.048,petrol,4792,473799,ghaziabad,6533,,,vxi 1.0,TRUE,11005,71070,1
577,honda city,2010,2021-04-19T10:15:01.98,petrol,93671,332899,pune,1469,sedan,automatic,v at,TRUE,7732,49935,2
578,honda civic,2007,2021-02-20T07:32:20.679,petrol,98787,251899,hyderabad,6599,sedan,manual,1.8s mt,TRUE,5851,37785,2
579,honda city,2014,2019-04-01T09:17:31.756,diesel,122226,590000,hyderabad,41,sedan,manual,sv mt diesel,FALSE,13704,88500,1
580,hyundai creta,2018,2021-02-26T09:34:40.079,diesel,30872,1449045,mumbai,1317,suv,,1.6 sx at crdi,TRUE,33658,217357,1
581,honda amaze,2014,2021-04-03T10:49:27.948,petrol,75156,389899,mumbai,445,sedan,manual,1.2 exmt i vtec,TRUE,9056,58485,1
582,maruti wagon r 1.0,2015,2021-01-03T09:25:41.312,petrol,27767,323099,mumbai,1814,hatchback,manual,vxi,TRUE,7505,48465,1
583,maruti alto 800,2012,2021-03-26T05:39:15.371,petrol,81861,186999,faridabad,978,hatchback,manual,lxi,TRUE,4344,28050,1
584,hyundai i20,2013,2020-08-09T12:36:28.963,diesel,41999,341999,new delhi,4499,hatchback,manual,sportz 1.4 crdi,TRUE,7944,51300,1
585,maruti swift dzire,2013,2021-03-10T05:49:12.062,diesel,129364,344799,gurgaon,534,sedan,manual,vdi bs iv,TRUE,8009,51720,1
586,hyundai grand i10,2013,2021-03-20T07:26:03.51,petrol,76084,312199,new delhi,1014,hatchback,manual,sportz 1.2 kappa vtvt,TRUE,7252,46830,1
587,honda city,2012,2021-04-07T07:40:36.369,petrol,99219,351499,new delhi,776,sedan,manual,v mt petrol,TRUE,8164,52725,2
588,skoda superb,2012,2021-01-27T18:45:09.728,petrol,76434,351399,mumbai,3265,luxury sedan,manual,elegance 1.8 tsi mt,TRUE,8162,52710,2
589,maruti swift dzire,2009,2021-02-16T18:05:44.652,petrol,191532,186299,new delhi,1490,sedan,manual,vxi 1.3,TRUE,4327,27945,1
590,maruti wagon r 1.0,2013,2021-01-12T14:11:07.013,petrol & cng,227458,274399,pune,1532,hatchback,manual,lxi cng,TRUE,6374,41160,1
591,maruti ritz,2011,2021-02-23T14:39:40.382,petrol,36916,240499,new delhi,3420,hatchback,manual,vxi bs iv,TRUE,5586,36075,1
592,maruti alto 800,2016,2021-03-04T04:52:48.693,petrol,32883,287299,chennai,1222,hatchback,manual,lxi,TRUE,6673,43095,2
593,maruti alto k10,2017,2021-03-05T08:58:18.665,petrol,11733,358699,chennai,1642,hatchback,manual,vxi opt,TRUE,8332,53805,1
594,hyundai i10,2009,2021-02-15T05:24:37.426,petrol,72858,165199,new delhi,1442,hatchback,manual,magna 1.2,TRUE,3837,24780,2
595,hyundai creta,2016,2021-03-20T11:54:00.794,diesel,51353,837999,new delhi,1935,suv,,1.6 sx crdi,TRUE,19465,125700,1
596,maruti swift,2015,2021-03-03T04:40:10.06,petrol,48615,415299,ghaziabad,1343,hatchback,manual,vxi,TRUE,9646,62295,1
597,maruti wagon r 1.0,2011,2021-04-19T08:36:26.597,petrol,36084,273899,mumbai,188,hatchback,manual,vxi,TRUE,6362,41085,2
598,maruti swift,2018,2021-03-24T11:48:37.044,diesel,65207,684199,hyderabad,2465,hatchback,manual,zdi,TRUE,15892,102630,1
599,maruti ritz,2011,2021-03-03T16:13:49.956,petrol,17980,270699,noida,1841,hatchback,manual,vxi bs iv,TRUE,6288,40605,1
600,hyundai elite i20,2016,2021-03-03T12:50:21.543,petrol,33044,570599,hyderabad,1218,hatchback,manual,sportz 1.2,FALSE,13254,85590,2
601,hyundai i10,2015,2021-04-22T12:52:45.124,petrol,15440,337199,kolkata,2882,hatchback,manual,sportz 1.1 irde2,TRUE,7832,50580,1
602,hyundai eon,2012,2021-04-04T12:52:01.39,petrol,88747,290299,chennai,272,hatchback,manual,era plus,TRUE,6743,43545,1
603,honda brio,2013,2021-04-03T09:47:59.673,petrol,51650,274099,new delhi,1150,hatchback,manual,1.2 s mt i vtec,TRUE,6367,41115,1
604,maruti wagon r 1.0,2012,2021-02-27T12:45:42.753,petrol & cng,47356,235199,new delhi,828,hatchback,manual,lxi cng,TRUE,5463,35280,1
605,maruti alto 800,2014,2021-03-26T06:54:07.02,petrol,65487,259099,chennai,162,hatchback,manual,lxi,TRUE,6018,38865,1
606,maruti swift,2015,2021-04-19T13:34:29.928,diesel,114221,478699,hyderabad,888,hatchback,manual,vdi abs,TRUE,11119,71805,1
607,toyota corolla altis,2011,2021-02-23T14:08:02.58,petrol & cng,121163,357399,mumbai,1452,luxury sedan,,1.8 g,FALSE,8301,53610,2
608,hyundai i10,2009,2021-03-07T12:10:41.162,petrol,71126,300499,bengaluru,315,hatchback,manual,sportz 1.2,FALSE,6980,45075,2
609,volkswagen polo,2014,2021-03-31T03:49:19.313,diesel,70965,468999,chennai,326,hatchback,manual,trendline 1.5l diesel,TRUE,10894,70350,1
610,maruti swift,2015,2021-04-15T07:21:49.831,diesel,97868,381699,gurgaon,98,hatchback,manual,vdi abs,TRUE,8866,57255,1
611,ford ecosport,2014,2021-03-09T12:36:01.502,diesel,59818,435899,gurgaon,3047,suv,manual,1.5 ambiente tdci,TRUE,10125,65385,1
612,toyota corolla altis,2008,2021-03-01T17:19:15.95,petrol,81426,223599,mumbai,1632,luxury sedan,,1.8 g,TRUE,5194,33540,3
613,hyundai i10,2011,2021-02-23T08:57:00.609,petrol,73867,291599,hyderabad,997,hatchback,manual,magna 1.2 kappa2,TRUE,6773,43740,1
614,hyundai creta,2017,2020-03-28T06:54:37.665,petrol,41831,949799,noida,1472,suv,manual,1.6 sx plus petrol,TRUE,22061,142470,1
615,maruti zen estilo,2010,2021-03-17T08:43:03.053,petrol & cng,107892,133199,ahmedabad,2858,hatchback,manual,lxi,TRUE,3094,19980,3
616,maruti ritz,2010,2021-03-23T06:03:58.71,petrol,101633,233999,new delhi,20,hatchback,manual,lxi,TRUE,5435,35100,2
617,tata tiago,2020,2021-05-05T04:55:15.537,petrol,3282,499199,pune,1242,hatchback,manual,xt 1.2 revotron,TRUE,11595,74880,1
618,hyundai verna,2013,2021-03-27T09:24:06.281,petrol,190199,480799,bengaluru,773,sedan,manual,fluidic 1.6 sx vtvt opt,TRUE,11168,72120,1
619,hyundai i10,2010,2021-04-09T10:01:31.567,petrol & cng,37321,257999,mumbai,595,hatchback,manual,magna 1.2 kappa2,TRUE,5993,38700,2
620,hyundai elite i20,2019,2021-05-21T12:14:01.044,diesel,22902,700000,new delhi,240,hatchback,,1.4 magna plus crdi,FALSE,16259,105000,1
621,renault kwid,2016,2021-03-07T06:43:43.895,petrol,53414,352399,bengaluru,550,hatchback,manual,rxt opt,TRUE,8185,52860,1
622,honda city,2014,2021-03-11T05:46:54.485,petrol,171211,405499,new delhi,2013,sedan,manual,s mt petrol,TRUE,9419,60825,1
623,toyota innova,2012,2021-03-04T00:37:57.083,diesel,170924,483299,noida,3513,suv,manual,2.5 gx 8 str bs iv,TRUE,11226,72495,1
624,chevrolet beat,2012,2021-03-15T19:54:29.069,petrol,15914,182799,mumbai,2247,hatchback,manual,lt petrol,TRUE,4246,27420,1
625,datsun redi go,2019,2021-03-05T11:51:33.839,petrol,18090,248099,new delhi,15652,hatchback,manual,t (o),TRUE,5763,37215,1
626,maruti alto 800,2016,2021-02-23T07:27:25.603,petrol,56491,244399,gurgaon,936,hatchback,manual,lxi,TRUE,5677,36660,1
627,honda city zx,2008,2021-03-31T12:11:27.269,petrol,94396,299699,chennai,616,sedan,manual,gxi,FALSE,6961,44955,1
628,maruti swift dzire,2013,2019-12-01T10:19:39.394,diesel,63674,350000,new delhi,152,sedan,manual,vdi bs iv,FALSE,8130,52500,1
629,hyundai elite i20,2017,2021-02-16T06:03:26.435,petrol,19606,615799,new delhi,2891,hatchback,manual,asta 1.2 (o),TRUE,14303,92370,1
630,maruti swift dzire,2016,2021-04-12T11:05:33.599,petrol,17477,549299,chennai,1656,sedan,manual,vxi 1.2 bs iv,TRUE,12759,82395,1
631,honda city,2017,2021-03-12T08:29:04.028,petrol,35805,758099,hyderabad,4137,sedan,manual,v mt petrol,TRUE,17609,113715,2
632,maruti wagon r 1.0,2013,2021-03-23T09:22:21.049,petrol & cng,115213,279999,mumbai,500,hatchback,manual,lxi cng,TRUE,6504,42000,1
633,maruti alto k10,2012,2021-03-31T10:05:32.015,petrol,43367,288599,bengaluru,309,hatchback,manual,vxi,TRUE,6703,43290,2
634,renault kwid,2018,2021-04-09T06:43:32.927,petrol,24199,395399,bengaluru,1164,hatchback,,1.0 rxt opt marvel edition,TRUE,9184,59310,1
635,maruti wagon r 1.0,2018,2021-03-16T13:08:46.327,petrol,12409,396999,new delhi,2541,hatchback,automatic,vxi amt,TRUE,9221,59550,1
636,maruti alto k10,2012,2021-04-08T07:23:05.249,petrol,50282,274599,bengaluru,521,hatchback,manual,vxi,TRUE,6378,41190,3
637,hyundai i10,2010,2021-05-03T07:42:02.241,petrol,95624,297499,hyderabad,171,hatchback,manual,sportz 1.2,TRUE,6910,44625,3
638,hyundai i10,2011,2021-04-16T07:55:34.833,petrol,55421,274399,hyderabad,1376,hatchback,manual,magna 1.2 kappa2,TRUE,6374,41160,2
639,hyundai i20,2011,2021-03-24T05:44:34.755,petrol,82861,329099,chennai,504,hatchback,manual,magna o 1.2,TRUE,7644,49365,1
640,mahindra xuv500,2014,2019-08-26T06:44:29.676,diesel,88029,700000,mumbai,134,suv,manual,w6 4x2,TRUE,16259,105000,1
641,maruti alto 800,2014,2021-04-07T10:48:16.311,petrol,35406,290399,bengaluru,381,hatchback,manual,lxi,TRUE,6745,43560,1
642,maruti swift dzire,2012,2020-11-27T07:26:37.804,diesel,105522,326599,noida,465,sedan,manual,vdi bs iv,TRUE,7586,48990,1
643,honda city,2011,2021-02-23T06:55:41.521,petrol,56727,342699,mumbai,1052,sedan,manual,s mt petrol,TRUE,7960,51405,1
644,hyundai i10,2010,2021-02-16T11:31:05.101,petrol,38567,312299,bengaluru,3172,hatchback,manual,magna 1.1 irde2,FALSE,7254,46845,1
645,hyundai elite i20,2019,2021-03-30T11:11:16.358,petrol,7146,812999,mumbai,857,hatchback,,1.2  asta (o) cvt,TRUE,18884,121950,1
646,hyundai verna,2014,2021-03-10T06:06:48.511,diesel,84647,496099,mumbai,3030,sedan,manual,fluidic 1.6 sx crdi opt,TRUE,11523,74415,1
647,maruti ertiga,2013,2021-01-29T06:03:54.942,diesel,167408,391899,new delhi,2036,suv,manual,zdi,TRUE,9103,58785,1
648,maruti alto 800,2016,2021-04-21T07:40:13.437,petrol,18251,305599,chennai,215,hatchback,manual,lxi,TRUE,7098,45840,2
649,mercedes benz c class,2011,2021-03-10T12:28:33.819,petrol,81190,669799,ahmedabad,3426,luxury sedan,manual,200 cgi avantgarde,TRUE,15558,100470,3
650,maruti swift dzire,2014,2021-02-11T06:18:44.684,petrol,63051,388799,pune,1688,sedan,manual,vxi 1.2 bs iv,TRUE,9031,58320,1
651,maruti swift dzire,2014,2020-12-25T10:21:29.934,petrol,42968,439399,mumbai,1726,sedan,manual,zxi 1.2 bs iv,TRUE,10206,65910,1
652,maruti alto k10,2014,2021-02-07T06:07:07.957,petrol,45043,272399,chennai,1264,hatchback,manual,vxi,TRUE,6327,40860,2
653,maruti alto k10,2012,2021-02-26T05:40:59.638,petrol,33186,272199,bengaluru,620,hatchback,manual,vxi,FALSE,6322,40830,2
654,honda city,2012,2021-04-09T11:19:10.772,petrol,88489,355799,new delhi,2829,sedan,manual,v mt petrol,TRUE,8264,53370,2
655,tata tigor,2017,2021-02-19T11:16:29.113,petrol,46394,393299,new delhi,4991,sedan,manual,revotron xt,TRUE,9135,58995,1
656,renault scala,2013,2021-03-13T13:35:53.668,diesel,89370,256999,gurgaon,2528,sedan,manual,rxz,TRUE,5969,38550,1
657,maruti ertiga,2016,2021-04-02T10:50:21.398,petrol & cng,138691,655599,mumbai,1548,suv,manual,vxi cng,TRUE,15228,98340,1
658,maruti swift,2013,2021-03-23T05:04:57.58,diesel,69448,401899,pune,2983,hatchback,manual,vdi,TRUE,9335,60285,1
659,maruti swift,2019,2021-04-07T09:57:06.889,petrol,17518,505799,ahmedabad,3633,hatchback,manual,lxi,TRUE,11748,75870,1
660,chevrolet beat,2011,2021-03-09T12:51:13.894,petrol,46479,248699,bengaluru,1489,hatchback,manual,lt petrol,FALSE,5777,37305,1
661,hyundai grand i10,2014,2021-02-25T08:40:58.169,petrol,41556,429199,pune,642,hatchback,manual,sports 1.2 vtvt,TRUE,9969,64380,1
662,maruti swift,2017,2019-09-14T11:03:38.309,diesel,23886,550000,new delhi,295,hatchback,manual,ldi o,TRUE,12775,82500,1
663,hyundai eon,2012,2021-03-17T13:01:22.081,petrol,70135,239199,bengaluru,1120,hatchback,manual,era plus,TRUE,5556,35880,1
664,hyundai i20,2013,2021-03-21T05:03:14.699,petrol,34999,481899,bengaluru,1168,hatchback,manual,magna o 1.2,TRUE,11193,72285,1
665,hyundai eon,2011,2021-01-03T12:27:31.241,petrol,38721,145799,faridabad,5489,hatchback,manual,d lite,TRUE,3387,21870,1
666,hyundai i10,2009,2021-04-10T10:46:05.773,petrol,88322,259199,hyderabad,357,hatchback,manual,sportz 1.2,TRUE,6021,38880,1
667,hyundai grand i10,2017,2021-04-16T06:17:33.489,petrol,24433,432299,ghaziabad,1842,hatchback,,sportz(o) 1.2 mt,TRUE,10041,64845,1
668,renault kwid,2016,2021-01-21T08:20:22.045,petrol,52417,219899,new delhi,2964,hatchback,manual,rxt,TRUE,5108,32985,2
669,hyundai new elantra,2015,2021-02-20T09:04:57.241,petrol,99951,607799,mumbai,3608,luxury sedan,automatic,sx 1.8 at,TRUE,14118,91170,1
670,volkswagen vento,2014,2021-04-03T07:03:02.207,petrol,74950,430699,mumbai,711,sedan,manual,highline petrol,TRUE,10004,64605,1
671,kia seltos,2019,2021-03-19T12:43:12.462,petrol,6243,1041510,chennai,6590,,,htk 1.5 petrol,TRUE,24192,156227,1
672,hyundai i20,2011,2021-02-20T12:17:24.613,petrol,44007,264999,new delhi,2445,hatchback,manual,magna o 1.2,TRUE,6155,39750,1
673,maruti swift,2011,2021-03-25T09:59:20.256,diesel,181733,374299,pune,597,hatchback,manual,vdi,TRUE,8694,56145,1
674,maruti alto,2008,2021-04-18T12:15:24.008,petrol,72819,206499,bengaluru,29,hatchback,manual,lxi,FALSE,4796,30975,3
675,maruti swift dzire,2013,2021-02-03T14:46:04.167,diesel,154164,310299,new delhi,1473,sedan,manual,vdi bs iv,TRUE,7207,46545,1
676,maruti vitara brezza,2016,2021-02-19T07:58:29.811,diesel,101529,647999,new delhi,513,suv,manual,zdi,TRUE,15051,97200,1
677,maruti alto,2012,2021-04-18T06:10:56.035,petrol,12377,220899,pune,671,hatchback,manual,lxi,FALSE,5131,33135,1
678,hyundai i10,2011,2021-01-07T09:47:15.09,petrol,68764,293099,hyderabad,1881,hatchback,manual,sportz 1.2 kappa2,TRUE,6808,43965,2
679,maruti swift dzire,2013,2021-03-13T11:16:16.007,petrol,43859,482099,chennai,459,sedan,manual,vxi 1.2 bs iv,TRUE,11198,72315,1
680,maruti wagon r 1.0,2015,2021-03-15T07:14:03.543,petrol & cng,68611,344999,pune,1210,hatchback,manual,lxi cng,TRUE,8013,51750,3
681,maruti ritz,2009,2021-03-12T10:35:54.968,petrol,87557,232799,new delhi,358,hatchback,manual,vxi,FALSE,5407,34920,1
682,maruti eeco,2019,2021-02-18T07:46:58.835,petrol & cng,50814,444499,ahmedabad,550,suv,manual,5 str with ac plushtr,TRUE,10325,66675,1
683,maruti ciaz,2017,2021-02-17T11:32:39.328,diesel,76837,565699,noida,1458,sedan,manual,vdi+ shvs,TRUE,13140,84855,1
684,hyundai verna,2013,2021-02-23T14:25:30.978,petrol,66517,397099,mumbai,2802,sedan,manual,fluidic 1.6 ex vtvt,TRUE,9224,59565,2
685,hyundai elite i20,2015,2021-04-09T06:29:40.984,diesel,76322,572699,pune,1503,hatchback,manual,asta 1.4 crdi,TRUE,13302,85905,1
686,maruti a star,2011,2021-03-06T12:03:15.5,petrol,31715,179399,mumbai,1202,hatchback,manual,vxi,TRUE,4167,26910,2
687,nissan sunny,2011,2021-03-20T06:59:35.678,petrol,137729,307199,chennai,1102,sedan,manual,xv petrol,TRUE,7135,46080,1
688,hyundai elite i20,2016,2020-05-30T13:15:15.406,petrol,14540,575000,pune,312,hatchback,manual,asta 1.2 (o),FALSE,13356,86250,1
689,maruti celerio,2015,2021-02-27T11:00:31.104,petrol,52458,350599,new delhi,1398,hatchback,automatic,zxi amt,TRUE,8144,52590,1
690,maruti baleno,2018,2021-03-06T10:18:25.872,petrol,24627,607899,chennai,735,hatchback,manual,delta 1.2 k12,TRUE,14120,91185,1
691,ford figo,2010,2021-03-21T06:22:50.956,diesel,61379,301199,bengaluru,148,hatchback,manual,1.4 zxi duratorq,TRUE,6996,45180,1
692,datsun redi go,2017,2021-03-21T08:41:22.994,petrol,16389,303899,hyderabad,4661,hatchback,manual,s,TRUE,7059,45585,1
693,maruti alto,2007,2021-02-14T10:01:50.162,petrol,59676,103599,faridabad,5986,hatchback,manual,lxi,TRUE,2406,15540,1
694,hyundai elite i20,2015,2021-03-20T15:45:56.626,petrol,21236,567499,new delhi,4720,hatchback,manual,asta 1.2,TRUE,13182,85125,1
695,maruti wagon r 1.0,2015,2020-10-19T11:30:04.267,petrol,47506,304399,pune,1643,hatchback,manual,vxi,TRUE,7070,45660,1
696,hyundai verna,2013,2021-03-14T07:50:10.231,diesel,92521,359199,new delhi,2478,sedan,manual,fluidic 1.6 sx crdi,TRUE,8343,53880,3
697,toyota etios liva,2012,2021-03-04T08:36:03.259,diesel,190416,306599,mumbai,893,hatchback,manual,gd,FALSE,7122,45990,1
698,renault kwid,2016,2021-03-02T14:18:41.635,petrol,62730,303099,pune,1023,hatchback,manual,1.0 rxt,TRUE,7040,45465,1
699,hyundai i20,2012,2021-04-18T08:51:51.211,petrol,36697,389399,mumbai,99,hatchback,manual,sportz 1.2 vtvt,TRUE,9045,58410,2
700,datsun redi go,2017,2021-03-05T07:54:49.106,petrol,26725,282399,bengaluru,1653,hatchback,manual,t (o),TRUE,6559,42360,1
701,hyundai i10,2011,2020-12-31T08:02:38.104,petrol,116983,247999,hyderabad,2050,hatchback,manual,magna 1.2 kappa2,TRUE,5760,37200,2
702,toyota etios,2013,2019-08-22T08:53:26.931,diesel,73361,320000,new delhi,19,sedan,manual,gd,TRUE,7433,48000,1
703,hyundai grand i10,2016,2021-03-28T08:07:57.497,petrol,24665,427299,gurgaon,1216,hatchback,manual,sportz 1.2 kappa vtvt,TRUE,9925,64095,1
704,maruti eeco,2017,2021-02-28T06:58:48.821,petrol,15251,384799,bengaluru,1293,suv,manual,5 str with ac plushtr,TRUE,8938,57720,1
705,hyundai verna,2013,2021-03-09T05:31:49.441,petrol,49259,584799,bengaluru,873,sedan,manual,fluidic 1.6 sx vtvt,TRUE,13583,87720,1
706,maruti baleno,2016,2021-03-31T07:24:12.374,petrol,34682,494999,bengaluru,1804,hatchback,automatic,delta 1.2 k12 amt,FALSE,11498,74250,3
707,renault kwid,2016,2021-04-30T22:57:27.492,petrol,64939,297899,mumbai,106,hatchback,manual,rxt,TRUE,6919,44685,2
708,renault duster,2013,2020-12-22T10:30:01.601,diesel,73503,370999,mumbai,2565,suv,manual,85 ps rxl,TRUE,8617,55650,2
709,renault duster,2014,2021-03-24T13:15:01.366,diesel,74016,507899,hyderabad,2497,suv,manual,85 ps rxl,TRUE,11797,76185,2
710,toyota etios liva,2012,2021-02-14T12:36:01.629,petrol,85100,257999,new delhi,1356,hatchback,manual,g,TRUE,5993,38700,2
711,hyundai i10,2009,2021-03-13T05:45:48.939,petrol,48964,278699,chennai,320,hatchback,manual,magna 1.2,TRUE,6473,41805,1
712,mahindra scorpio,2015,2021-03-24T08:24:24.865,diesel,60362,865399,ghaziabad,3679,suv,manual,s8,TRUE,20101,129810,2
713,mercedes benz e class,2013,2021-04-02T14:56:50.485,diesel,41294,1445409,noida,4846,luxury sedan,manual,e 250 cdi avantgarde,TRUE,33573,216812,2
714,maruti ertiga,2016,2021-04-09T06:30:37.986,diesel,48085,825999,bengaluru,1378,suv,manual,zdi plus shvs,FALSE,19186,123900,1
715,mahindra xuv500,2014,2021-02-19T09:33:07.227,diesel,97537,694799,mumbai,1130,luxury suv,manual,w8 fwd,TRUE,16138,104220,2
716,maruti xl6,2019,2021-04-29T13:08:10.306,petrol,14911,1012119,pune,300,suv,,alpha shvs  mt,TRUE,23509,151818,1
717,maruti wagon r 1.0,2014,2021-03-23T06:00:34.702,petrol & cng,174675,307999,mumbai,277,hatchback,manual,lxi cng,TRUE,7154,46200,1
718,maruti alto k10,2014,2021-01-17T05:14:42.395,petrol,50599,323299,bengaluru,526,hatchback,manual,vxi,TRUE,7509,48495,1
719,volkswagen polo,2010,2021-03-23T07:02:14.067,diesel,59580,371299,bengaluru,665,hatchback,manual,highline1.2l diesel,TRUE,8624,55695,1
720,tata indigo cs,2009,2021-03-31T10:32:12.417,petrol,42165,143399,hyderabad,4000,sedan,manual,glx,TRUE,3331,21510,1
721,maruti alto,2010,2021-02-18T10:26:17.471,petrol,137382,117099,new delhi,2909,hatchback,manual,lxi,TRUE,2720,17565,1
722,maruti alto k10,2014,2021-03-28T08:30:57.968,petrol,37168,214699,mumbai,449,hatchback,manual,lxi,TRUE,4987,32205,3
723,maruti swift,2014,2021-04-13T07:28:25.792,petrol,91931,385399,new delhi,324,hatchback,manual,vxi,TRUE,8952,57810,1
724,audi q3,2015,2021-03-07T11:46:49.972,diesel,73656,1646803,chennai,7538,luxury suv,automatic,35 tdi quattro,TRUE,38251,247021,2
725,hyundai i20,2012,2021-02-16T08:10:16.644,petrol,66504,314999,pune,2453,hatchback,manual,asta 1.2,TRUE,7317,47250,2
726,honda city,2010,2021-04-05T11:40:22.039,petrol,85037,301999,mumbai,364,sedan,manual,s mt petrol,TRUE,7015,45300,1
727,maruti wagon r 1.0,2012,2021-02-13T04:26:22.806,petrol,29425,313899,bengaluru,5013,hatchback,manual,vxi,FALSE,7291,47085,2
728,maruti alto 800,2014,2021-03-16T08:52:05.513,petrol,5383,285699,noida,8359,hatchback,manual,vxi,TRUE,6636,42855,1
729,skoda laura,2009,2019-09-03T10:19:01.141,petrol,67343,300000,new delhi,275,luxury sedan,manual,ambiente 1.8 tsi,TRUE,6968,45000,3
730,hyundai verna,2013,2021-04-14T13:34:26.012,petrol,58233,439499,new delhi,1449,sedan,manual,fluidic 1.6 ex vtvt,TRUE,10208,65925,1
731,renault duster,2017,2021-02-27T09:01:05.52,petrol,49922,661599,mumbai,2368,suv,automatic,rxs cvt 106 ps,TRUE,15367,99240,1
732,hyundai getz prime,2008,2021-03-14T15:30:04.039,petrol,43423,233099,bengaluru,689,hatchback,manual,1.3 gvs,TRUE,5414,34965,1
733,hyundai i20,2011,2021-04-27T11:25:41.677,petrol,39597,338399,hyderabad,1079,hatchback,manual,magna o 1.2,TRUE,7860,50760,2
734,hyundai elite i20,2015,2021-03-05T13:03:16.98,petrol,35706,431999,noida,1831,hatchback,manual,magna 1.2,TRUE,10034,64800,1
735,maruti alto k10,2011,2020-11-28T08:31:50.204,petrol,70996,257199,bengaluru,551,hatchback,manual,vxi,TRUE,5974,38580,1
736,toyota innova crysta,2016,2021-03-30T07:32:25.524,diesel,51851,1708615,mumbai,2005,suv,automatic,2.8 zx at 7 str,FALSE,39687,256293,2
737,maruti wagon r 1.0,2013,2021-04-01T07:16:47.022,petrol & cng,62965,298599,new delhi,1652,hatchback,manual,lxi cng,TRUE,6936,44790,1
738,hyundai i10,2011,2021-02-08T13:36:31.346,petrol,52311,313999,bengaluru,755,hatchback,manual,magna 1.2 kappa2,TRUE,7293,47100,2
739,maruti wagon r,2009,2021-02-17T09:04:15.257,petrol,66777,209999,bengaluru,2617,hatchback,manual,vxi bs iii,TRUE,4878,31500,3
740,maruti wagon r 1.0,2015,2021-02-20T11:43:37.491,petrol & cng,6799,378099,mumbai,2161,hatchback,manual,lxi cng,TRUE,8782,56715,1
741,maruti swift dzire,2014,2021-02-08T11:16:11.321,diesel,155205,476299,hyderabad,1542,sedan,manual,vdi bs iv,TRUE,11063,71445,2
742,maruti swift dzire,2012,2021-04-01T11:29:21.883,diesel,120777,336299,noida,389,sedan,manual,vdi bs iv,TRUE,7811,50445,1
743,maruti dzire,2017,2021-02-28T09:02:30.683,petrol,20149,508499,new delhi,3071,sedan,manual,vxi,TRUE,11811,76275,2
744,honda city,2012,2020-10-29T13:30:01.052,petrol,51808,411499,mumbai,5881,sedan,automatic,v at,TRUE,9558,61725,2
745,mercedes benz b class,2013,2021-03-21T10:40:19.941,diesel,88600,719499,ahmedabad,3724,luxury suv,manual,b180,FALSE,16712,107925,2
746,maruti ritz,2011,2021-03-17T09:47:41.6,petrol,66475,241699,mumbai,465,hatchback,manual,vxi bs iv,TRUE,5614,36255,1
747,maruti wagon r,2010,2021-03-18T13:40:35.473,petrol,37650,232499,lucknow,2573,hatchback,manual,lxi,TRUE,5400,34875,3
748,maruti alto,2010,2021-03-21T13:08:20.425,petrol,135052,224999,bengaluru,282,hatchback,manual,lxi,TRUE,5226,33750,2
749,hyundai santro xing,2011,2021-03-29T05:47:25.553,petrol,16261,334199,bengaluru,1670,hatchback,manual,gl plus,TRUE,7763,50130,1
750,maruti swift dzire,2009,2021-04-11T06:56:49.257,petrol,70988,240599,new delhi,159,sedan,manual,vxi 1.3,TRUE,5589,36090,1
